wl,log_gf,species,E_lower,gamma_rad,gamma_stark,vdW
5.0000154820995165e-5,-2.3807923793792725,OZr,0.41200000047683716,1.1102142055264278e6,0.0,0.0
5.0000154820995165e-5,-1.508483648300171,OTi,3.1029999256134033,4.246193513525526e6,0.0,0.0
5.0000174826311125e-5,-1.1317925453186035,OZr,0.6570000052452087,1.9697280361701082e7,0.0,0.0
5.0000184828969115e-5,-1.4956711530685425,OZr,1.194000005722046,8.521724406906854e6,0.0,0.0
5.0000184828969115e-5,-2.259671211242676,OZr,1.7999999523162842,1.46732874954441e6,0.0,0.0
5.0000184828969115e-5,-1.9640637636184692,OZr,1.559000015258789,2.898243526040551e6,0.0,0.0
5.0000184828969115e-5,-1.2047924995422363,OZr,2.109999895095825,1.664968949025795e7,0.0,0.0
5.0000194831627085e-5,-2.8862557411193848,CN,1.5190000534057617,346691.1241540598,0.0,0.0
5.0000194831627085e-5,-1.2596712112426758,OZr,1.6619999408721924,1.4673281624592518e7,0.0,0.0
5.0000194831627085e-5,-1.7706711292266846,OZr,0.4230000078678131,4.524049363917098e6,0.0,0.0
5.0000194831627085e-5,-2.3777923583984375,OZr,1.6410000324249268,1.1179081076365395e6,0.0,0.0
5.000020483428508e-5,-0.6186712384223938,OZr,0.8640000224113464,6.4198820955663756e7,0.0,0.0
5.000020483428508e-5,-0.7456712126731873,OZr,2.125,4.7921133034976766e7,0.0,0.0
5.000020483428508e-5,-2.295671224594116,OZr,0.40400001406669617,1.3506009968537325e6,0.0,0.0
5.000020483428508e-5,-2.1357924938201904,OZr,0.7390000224113464,1.9516673498003685e6,0.0,0.0
5.000020483428508e-5,-1.4620068073272705,OZr,1.9270000457763672,9.20855493296552e6,0.0,0.0
5.000021483694305e-5,-4.4600067138671875,OZr,0.734000027179718,9251.057980737565,0.0,0.0
5.000021483694305e-5,-3.12389874458313,OZr,1.4179999828338623,200585.4246238145,0.0,0.0
5.0000224839601035e-5,-1.872671127319336,OZr,1.7599999904632568,3.5770648661720115e6,0.0,0.0
5.0000224839601035e-5,-1.671898603439331,OZr,1.4620000123977661,5.679359230968138e6,0.0,0.0
5.000023484225902e-5,-1.3050068616867065,OZr,1.8489999771118164,1.3218765781495418e7,0.0,0.0
5.000023484225902e-5,-1.2578985691070557,OZr,2.0460000038146973,1.473327177689684e7,0.0,0.0
5.0000244844917e-5,-2.2116713523864746,OZr,1.2289999723434448,1.6388010860175989e6,0.0,0.0
5.0000244844917e-5,-2.7626712322235107,OZr,1.1749999523162842,460814.74096387316,0.0,0.0
5.0000244844917e-5,-2.6360068321228027,OZr,0.40299999713897705,616865.8999926044,0.0,0.0
5.000025484757499e-5,-1.1366711854934692,OZr,1.4320000410079956,1.9477187102472093e7,0.0,0.0
5.000025484757499e-5,-2.2186713218688965,OZr,1.2380000352859497,1.6125979368833965e6,0.0,0.0
5.000025484757499e-5,-1.4500068426132202,OZr,1.5440000295639038,9.466524846121222e6,0.0,0.0
5.0000264850232975e-5,-0.8916712403297424,OZr,1.7589999437332153,3.4239389118355066e7,0.0,0.0
5.0000274852890944e-5,-3.5336711406707764,OZr,0.4779999852180481,78077.5062037413,0.0,0.0
5.0000274852890944e-5,-0.3990068733692169,OZr,1.027999997138977,1.0646091655095312e8,0.0,0.0
5.00003048608649e-5,-1.7066712379455566,OZr,0.5910000205039978,5.242341576321076e6,0.0,0.0
5.00003048608649e-5,-1.6120069026947021,OZr,1.1039999723434448,6.519130130139576e6,0.0,0.0
5.0000324866180854e-5,-3.669471263885498,OTi,1.8960000276565552,1.5703631629656566e7,0.0,0.0
5.000033486883884e-5,-2.878063917160034,OZr,0.7360000014305115,353290.62613292254,0.0,0.0
5.000033486883884e-5,-3.6568984985351562,OZr,0.6589999794960022,58789.19765723921,0.0,0.0
5.000034487149682e-5,-1.0280637741088867,OZr,1.465999960899353,2.5011059174637385e7,0.0,0.0
5.000034487149682e-5,-1.818063735961914,OZr,1.2389999628067017,4.0563191878003376e6,0.0,0.0
5.000035487415479e-5,-1.2766711711883545,OZr,1.6390000581741333,1.4109918748459168e7,0.0,0.0
5.000035487415479e-5,-0.6150068640708923,OZr,2.1019999980926514,6.474240377921285e7,0.0,0.0
5.000035487415479e-5,-0.7928985953330994,OZr,2.0309998989105225,4.2983036118189834e7,0.0,0.0
5.0000364876812794e-5,-1.812671184539795,OZr,0.5149999856948853,4.106996434082435e6,0.0,0.0
5.0000364876812794e-5,-1.6310638189315796,OZr,1.5520000457763672,6.239239996605165e6,0.0,0.0
5.0000364876812794e-5,-2.7930638790130615,OZr,0.859000027179718,429666.63566926285,0.0,0.0
5.0000364876812794e-5,-1.9808986186981201,OZr,0.6380000114440918,2.7880264629756063e6,0.0,0.0
5.0000384882128754e-5,-1.3736711740493774,OZr,1.3519999980926514,1.128558272983004e7,0.0,0.0
5.000039488478674e-5,-1.7896711826324463,OZr,0.42100000381469727,4.330358044865892e6,0.0,0.0
5.000041288957111e-5,-3.6070001125335693,Ca I,5.045000076293945,1.737799912893992e7,0.000977237242415122,1.3182567385564074e-7
5.000042489276069e-5,-3.0300638675689697,OZr,0.4020000100135803,248960.58750411638,0.0,0.0
5.000043489541866e-5,-0.11314371973276138,OV,0.6269999742507935,2.0561300214724758e8,0.0,0.0
5.000044489807664e-5,-2.315006971359253,OZr,0.4950000047683716,1.2917758136892181e6,0.0,0.0
5.0000454900734624e-5,-1.9926711320877075,OZr,0.8410000205039978,2.713456191732512e6,0.0,0.0
5.0000464903392614e-5,-2.4726712703704834,OZr,0.8199999928474426,898509.1462737815,0.0,0.0
5.0000464903392614e-5,-1.7970068454742432,OZr,0.8949999809265137,4.257816368525702e6,0.0,0.0
5.00004749060506e-5,-0.046792466193437576,OZr,1.159999966621399,2.395527345168279e8,0.0,0.0
5.00004749060506e-5,0.4302075207233429,OZr,2.130000114440918,7.184575610401727e8,0.0,0.0
5.000048490870859e-5,-1.3717925548553467,OZr,1.1859999895095825,1.1334460943534022e7,0.0,0.0
5.0000514916682523e-5,-2.3127925395965576,OZr,0.5,1.2983756566804931e6,0.0,0.0
5.00005249193405e-5,-2.178006887435913,OZr,0.5889999866485596,1.7708665829303714e6,0.0,0.0
5.000055492731445e-5,-0.10614372044801712,OV,0.6269999742507935,2.0895294109204167e8,0.0,0.0
5.000059493794639e-5,-0.6756712198257446,OZr,0.8399999737739563,5.630154256811676e7,0.0,0.0
5.000061494326234e-5,-0.21414370834827423,OV,1.6519999504089355,1.6294740851218405e8,0.0,0.0
5.000061494326234e-5,0.4052075445652008,OZr,1.847000002861023,6.782639126285886e8,0.0,0.0
5.0000684961868226e-5,-0.10014371573925018,OV,0.6269999742507935,2.1185866640635273e8,0.0,0.0
5.000082499908001e-5,-0.09414371848106384,OV,0.6269999742507935,2.14804709468959e8,0.0,0.0
5.000099504426572e-5,-0.3766712248325348,OZr,1.0160000324249268,1.1207618476067963e8,0.0,0.0
5.000115508679347e-5,0.3982074558734894,OZr,1.6890000104904175,6.674046666899737e8,0.0,0.0
5.000123010672836e-5,-0.7599999904632568,Ti I,3.111999988555908,9.332538499404743e7,5.495405842387226e-6,2.8840315031266057e-8
5.000126511603131e-5,0.6833287477493286,OZr,1.3270000219345093,1.2867927921088796e9,0.0,0.0
5.000144516387505e-5,-0.2391437143087387,OV,1.0130000114440918,1.5382716275842956e8,0.0,0.0
5.000144516387505e-5,-0.24414370954036713,OV,1.0140000581741333,1.520663194567667e8,0.0,0.0
5.000144516387505e-5,-0.24914370477199554,OV,1.0140000581741333,1.5032563234258986e8,0.0,0.0
5.000144516387505e-5,-0.25314369797706604,OV,1.0140000581741333,1.489474409916607e8,0.0,0.0
5.0001875278168444e-5,-0.07214371860027313,OV,0.5770000219345093,2.259568719628236e8,0.0,0.0
5.000190528614242e-5,-0.07814371585845947,OV,0.578000009059906,2.22856361372519e8,0.0,0.0
5.0001935294116384e-5,-0.08514371514320374,OV,0.578000009059906,2.1929287172979665e8,0.0,0.0
5.0001965302090334e-5,-0.09114371985197067,OV,0.578000009059906,2.1628379878765646e8,0.0,0.0
5.000230239166451e-5,-3.367000102996826,Cr I,3.5510001182556152,2.137961713919407e7,7.762468779884148e-7,1.6218100973589297e-8
5.000301558117915e-5,-0.19214370846748352,OV,1.1460000276565552,1.713980023716477e8,0.0,0.0
5.000330565826088e-5,-0.18914371728897095,OV,1.1460000276565552,1.725840706679576e8,0.0,0.0
5.000361574065862e-5,-0.1871437132358551,OV,1.1460000276565552,1.7337853383189064e8,0.0,0.0
5.000384980285564e-5,-2.203000068664551,Sc I,1.9429999589920044,4.7862990313698694e7,5.888436294945623e-6,2.754228703338169e-8
5.00039158203984e-5,-0.18414370715618134,OV,1.1449999809265137,1.7457824350785074e8,0.0,0.0
5.0004195894822205e-5,-0.07814371585845947,OV,1.0839999914169312,2.228359444849147e8,0.0,0.0
5.0004225902796196e-5,-0.07414371520280838,OV,1.0839999914169312,2.2489755050632736e8,0.0,0.0
5.000426591342816e-5,-0.07014372199773788,OV,1.0839999914169312,2.2697813513781315e8,0.0,0.0
5.000430592406016e-5,-0.06714371591806412,OV,1.0839999914169312,2.285511098587576e8,0.0,0.0
5.0005070127131e-5,-1.6399999856948853,Fe I,4.185999870300293,1.0232935315766703e8,2.6302684539632837e-5,2.511886431509582e-8
5.00063464662916e-5,0.40432876348495483,OZr,1.027999997138977,6.767376982813784e8,0.0,0.0
5.000651551121181e-5,-1.7760000228881836,Fe I,4.607999801635742,1.5488151224416983e8,4.365156980428764e-5,4.8977881936844667e-8
5.000819695802221e-5,0.09957212209701538,HMg,0.7919999957084656,3.354529279285882e8,0.0,0.0
5.000897716534677e-5,0.3199999928474426,Ti I,0.8259999752044678,8.70963704709875e7,8.912505467113453e-7,"(8.904906953142686e-15, 0.24500000000000455)"
5.000907619166104e-5,-1.0390000343322754,V I,2.677999973297119,1.4791086480080837e8,2.187762392612301e-6,2.2908676527677746e-8
5.0011032711568134e-5,-2.5450000762939453,Cr I,3.321000099182129,1.819701817628807e8,6.025598771719151e-6,2.818382931264455e-8
5.0011087726187215e-5,-0.00014371545694302768,OV,0.7319999933242798,2.666033125436546e8,0.0,0.0
5.001134779529561e-5,0.004856284707784653,OV,0.7319999933242798,2.696876286269405e8,0.0,0.0
5.001161786706205e-5,0.009856284596025944,OV,0.7319999933242798,2.728075176733107e8,0.0,0.0
5.001189794148651e-5,0.01485628541558981,OV,0.7310000061988831,2.759633894647837e8,0.0,0.0
5.001382845448442e-5,0.09257210791110992,HMg,0.7440000176429749,3.300150646130076e8,0.0,0.0
5.001382845448442e-5,-0.0621437132358551,OV,0.8230000138282776,2.3110957768901852e8,0.0,0.0
5.0013891471229976e-5,-1.5679999589920044,Ti I,3.111999988555908,9.332538499404743e7,2.8840317564502847e-6,2.8840315031266057e-8
5.001421855814735e-5,-0.057143714278936386,OV,0.8230000138282776,2.3378205293639687e8,0.0,0.0
5.0014428613965865e-5,-0.20314371585845947,OV,0.5249999761581421,1.6703501424691775e8,0.0,0.0
5.001445862193993e-5,-0.21114371716976166,OV,0.5249999761581421,1.639860843752068e8,0.0,0.0
5.0014478627255985e-5,-0.22014370560646057,OV,0.5249999761581421,1.6062260317345285e8,0.0,0.0
5.001450863523006e-5,-0.22914370894432068,OV,0.5249999761581421,1.5732804124027413e8,0.0,0.0
5.001462866712637e-5,-0.05214371532201767,OV,0.8220000267028809,2.3648524265527865e8,0.0,0.0
5.001503877610544e-5,-0.04814371466636658,OV,0.8220000267028809,2.3866949993361706e8,0.0,0.0
5.001606004749015e-5,-1.1679999828338623,Fe I,4.638000011444092,2.041739917404129e8,4.466836902389504e-5,4.8977881936844667e-8
5.0016439148229496e-5,0.11257211863994598,HMg,0.703000009059906,3.455321298724953e8,0.0,0.0
5.0016529172151766e-5,0.11457210779190063,HMg,0.7919999957084656,3.471257754724659e8,0.0,0.0
5.001737639728714e-5,-0.4300000071525574,Ni I,3.634999990463257,1.819701817628807e8,2.2908683570453766e-5,"(2.321436435268958e-14, 0.27800000000002)"
5.001809958946307e-5,-0.10614372044801712,OV,0.6359999775886536,2.088063795141169e8,0.0,0.0
5.001823962667558e-5,-0.10014371573925018,OV,0.6359999775886536,2.1170998243569696e8,0.0,0.0
5.001837966388809e-5,-0.09414371848106384,OV,0.6359999775886536,2.146539583655899e8,0.0,0.0
5.001841667372283e-5,-0.8790000081062317,Cr I,4.206999778747559,1.1220189470737863e8,6.918312139914402e-7,1.7378008287493763e-8
5.001850969844258e-5,-0.08714371919631958,OV,0.6349999904632568,2.1814067003174773e8,0.0,0.0
5.001911986058291e-5,0.09557211399078369,HMg,0.7440000176429749,3.322323210875963e8,0.0,0.0
5.002385111783885e-5,-0.019999999552965164,Ti I,1.996999979019165,9.120109194638906e7,4.89778883899247e-6,"(2.217825882669499e-14, 0.23099999999999454)"
5.002609171324361e-5,0.16157211363315582,HMg,0.703000009059906,3.8665249880625224e8,0.0,0.0
5.002684191259822e-5,-0.06614372134208679,OV,0.5870000123977661,2.288716290615988e8,0.0,0.0
5.002687192057241e-5,-0.07214371860027313,OV,0.5870000123977661,2.2573112320749965e8,0.0,0.0
5.0026901928546604e-5,-0.07814371585845947,OV,0.5870000123977661,2.2263371040559193e8,0.0,0.0
5.002694193917886e-5,-0.08514371514320374,OV,0.5870000123977661,2.1907369349403292e8,0.0,0.0
5.00325864391286e-5,-0.009999999776482582,Fe I,3.881999969482422,1.513562312005786e8,5.12861429039393e-6,"(2.0302067739083166e-14, 0.2400000000000091)"
5.0032603443647344e-5,-1.25600004196167,Fe I,4.548999786376953,1.4454392628956643e8,3.090293803866819e-5,4.78630092322638e-8
5.003717765919055e-5,-0.07400000095367432,V I,2.3589999675750732,3.090293803866819e7,1.0715198228903989e-6,1.698243652461746e-8
5.00396493160065e-5,-1.0240000486373901,Ca I,5.048999786376953,9.332538499404743e7,0.0028183832407111167,1.3489628825916533e-7
5.0039789353219933e-5,-1.1410000324249268,Fe I,4.185999870300293,7.244361827871233e7,7.943284091521297e-6,2.754228703338169e-8
5.004187790823225e-5,-1.4600000381469727,Fe I,3.3970000743865967,7.943284091521296e7,5.370318199557904e-6,"(2.374641854171383e-14, 0.2319999999999709)"
5.005136542946156e-5,-3.069999933242798,Ni I,1.6759999990463257,1.4125363038976318e8,7.079456289251887e-7,"(6.384650268290983e-15, 0.25499999999999545)"
5.0054396234878444e-5,-1.2999999523162842,Fe I,4.209000110626221,1.0232935315766703e8,9.772367059324806e-5,"(2.5818629593703007e-14, 0.27899999999999636)"
5.005796018197783e-5,-1.2419999837875366,Cr I,3.010999917984009,2.290865841769215e8,3.311311069398671e-5,3.63078054770101e-8
5.007108567003744e-5,-0.11999999731779099,Fe I,3.884000062942505,1.5488151224416983e8,5.12861429039393e-6,2.691534803926914e-8
5.007455859296513e-5,-1.2960000038146973,Si I,5.081999778747559,4.07379955757968e8,0.00011220183311090416,7.943282347242822e-8
5.007457859828155e-5,-0.4059999883174896,Ca I,5.25,1.6595879278457615e8,0.0010232929698100971,1.2022644346174132e-7
5.007515075033106e-5,-0.6309999823570251,Fe I,2.8329999446868896,1.4791086480080837e8,3.890452816839944e-6,"(1.9966033514436275e-14, 0.2380000000000564)"
5.0086060649657545e-5,0.17000000178813934,Ti I,0.8180000185966492,8.70963704709875e7,8.912505467113453e-7,"(8.876904101088779e-15, 0.2459999999999809)"
5.008671282297498e-5,-0.2029999941587448,Fe I,4.103000164031982,2.951211041237279e8,0.0001096478099832217,3.0199517204020194e-8
5.0091289039124725e-5,0.30957210063934326,HMg,0.6629999876022339,5.42237491549181e8,0.0,0.0
5.009595027787611e-5,0.32157209515571594,HMg,0.6629999876022339,5.573252432392265e8,0.0,0.0
5.010500268362443e-5,0.1850000023841858,Ce I,0.3959999978542328,4.0679881621203643e8,5.868077840633888e-6,0.0
5.01104211236295e-5,-2.200000047683716,Ti I,0.020999999716877937,7.4131004595831735e6,7.762468779884148e-7,"(7.252738681962124e-15, 0.24200000000001864)"
5.012335856191994e-5,-0.6769999861717224,Ni I,3.634999990463257,1.819701817628807e8,4.265796312095559e-5,"(2.3074350092420043e-14, 0.27800000000002)"
5.013466156587973e-5,-2.6419999599456787,Fe I,0.859000027179718,1.8620870548831206e7,7.079456289251887e-7,"(6.7766901970456915e-15, 0.24600000000000932)"
5.013555180247643e-5,-0.9779999852180481,Fe I,4.190999984741211,2.884031756450285e8,5.754402406055371e-5,3.090295432513592e-8
5.01383615492197e-5,-0.5299999713897705,Ni I,3.6989998817443848,1.7782794100389227e8,3.467368199963294e-6,"(2.0750113371945694e-14, 0.23699999999996635)"
5.013839155719489e-5,-1.1080000400543213,Fe I,4.14300012588501,6.4565414396650374e7,3.311311069398671e-5,3.0199517204020194e-8
5.014678378760288e-5,0.11999999731779099,Ti I,2.0169999599456787,9.120109194638906e7,4.89778883899247e-6,2.818382931264455e-8
5.014711387533092e-5,-0.7699999809265137,Cr I,2.7079999446868896,1.949844428490234e8,9.549926279631118e-7,"(1.0837103744862326e-14, 0.26200000000000045)"
5.015584719641411e-5,-1.2200000286102295,Ti I,0.0,8.511377017774278e6,7.762468779884148e-7,"(7.224735829908217e-15, 0.24200000000001864)"
5.01567484359408e-5,0.03999999910593033,Ti I,0.8130000233650208,8.70963704709875e7,8.912505467113453e-7,"(8.84890124903487e-15, 0.2459999999999809)"
5.016341220701017e-5,-0.18299999833106995,Fe I,3.943000078201294,1.4791086480080837e8,2.6915337400578163e-6,"(2.055409340756834e-14, 0.23900000000003274)"
5.017560044638428e-5,-0.47999998927116394,Ti I,0.8479999899864197,8.70963704709875e7,8.912505467113453e-7,"(8.960912657250501e-15, 0.24500000000000455)"
5.01896751872057e-5,-0.019999999552965164,Ni I,3.5390000343322754,1.3182563911826833e8,3.6307800693276413e-6,"(1.9377973621304212e-14, 0.23699999999996635)"
